Year,Holy Year,Total Pilgrims,Gender,Number of Pilgrims by Gender,Completed by,Completed by Number of Pilgrims,Motivation,Motivation Number of Pilgrims,Nationality,Lat,Long,Number of Pilgrims by Nationality,Region Started,Number of Pilgrims per Region Started,Camino Route,Number of Pilgrims per Route,Age Range,Number of Pilgrims per Age Range
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Luxemburgo ,8,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Croacia ,45.5643442,17.0118954,182,Madrid - C.F. ,516,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Marino ,43.9458623,12.458306,8,Madrid - V.P. ,144,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aruba ,12.517572,-69.9649462,1,Madrid - V.P. ,108,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malaga ,75,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kenya ,1.4419683,38.4313975,5,Mérida ,119,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mali ,16.3700359,-2.2900239,1,Mérida ,134,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mirallos ,2,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mongolia ,46.8250388,103.8499736,4,Molinaseca ,115,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Molinaseca ,70,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taiwán ,23.9739374,120.9820179,176,Mondoñedo ,461,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Monforte de Lemos ,48,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zambia ,-14.5189121,27.5589884,4,Montserrat ,106,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lesotho ,-29.6039267,28.3350193,1,Montserrat ,113,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Murcia ,17,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costa Rica ,10.2735633,-84.0739102,95,Muxia ,405,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,13,Nájera ,156,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nájera ,37,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nigeria ,9.6000359,7.9999721,5,Navarra ,118,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Benin ,9.5293472,2.2584408,1,Navarra ,89,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Filipinas ,12.7503486,122.7312101,236,Neda ,547,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,O Barco de Valdeorras ,7,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,Wheelchair,71,NULL,NULL,Estados Unidos ,39.7837304,-100.445882,13670,Oporto ,13201,Camino Primitivo ,11473,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ortigueira ,5,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Austria ,47.59397,14.12456,1607,Ourense ,2853,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ucrania ,49.4871968,31.2718321,159,Oviedo - C.N. ,453,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Corea ,36.638392,127.6961188,4073,Oviedo - C.P. ,6412,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polonia ,52.215933,19.134422,3782,Pamplona ,4640,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paradela ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pardellas ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Palestina ,31.92157,35.20329,6,París ,130,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bahamas ,24.7736546,-78.0000547,1,París ,105,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Peñaseita ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Petín ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polonia ,42,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda ,52.865196,-7.9794599,5367,Ponferrada ,8402,Otros caminos ,359,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mauritania ,20.2540382,-9.2399263,1,Ponferrada. C.Inv. ,117,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rusia ,64.6863136,97.7453061,874,Ponte de Lima ,1564,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pontedeume ,2,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Letonia ,56.8406494,24.7537645,176,Porriño ,469,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Afganistán ,33.7680065,66.2385139,1,Povoa de Varzim ,98,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malta ,35.8885993,14.4476911,172,Puebla de Sanabria ,454,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Puente de Domingo Flórez ,4,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Siria ,34.6401861,39.0494106,9,Puente la Reina ,149,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rwanda ,-1.9646631,30.0644358,2,Puente la Reina ,140,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quiroga ,14,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dominica ,19.0974031,-70.3028026,5,R.Pais Vasco C.F. ,124,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gabón ,-0.8999695,11.6899699,1,R.Pais Vasco C.F. ,91,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Liechtensein ,47.1416307,9.5531527,5,Rabanal del Camino ,126,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Martinica ,14.6367927,-61.0158269,2,Rabanal del Camino ,144,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bulgaria ,42.6073975,25.4856617,464,"Rates, S. Pedro ",765,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reino Unido C.F. ,22,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reino Unido C.Ing ,3,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Republica Checa ,19,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jordania ,31.1667049,36.941628,32,Resto Andalucia ,248,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Finlandia ,63.2467777,25.9209164,898,Resto Asturias - C.N ,1746,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islandia ,64.9841821,-18.1059013,199,Resto Asturias - C.P. ,517,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Moldavia ,47.2879608,28.5670941,28,Resto C. León - V.P. ,228,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brunei ,4.4137155,114.5653908,7,Resto C. León - V.P. ,121,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sudáfrica ,-28.8166236,24.991639,808,Resto C. León C.F. ,1430,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,El Salvador ,13.8000382,-88.9140683,40,Resto Cantabria ,287,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Etiopía ,10.2116702,38.6521203,1,Resto de Extremadura ,102,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Luxemburgo ,49.8158683,6.1296751,99,Resto Europa ,412,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Angola ,-11.8775768,17.5691241,12,Resto Galicia ,156,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Resto Galicia ,24,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,India ,22.3511148,78.6677428,78,Resto País Vasco - C.N. ,378,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,República Checa ,49.8167003,15.4749544,1145,Resto Portugal ,2141,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Noruega ,60.5000209,9.0999715,800,Ribadeo ,1415,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Roma ,31,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canadá ,61.0666922,-107.991707,4201,Roncesvalles ,7419,Camino de Invierno ,222,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rusia ,2,NULL,NULL,NULL,NULL
2015,NULL,NULL,Female,123554,Bike,25346,Religious and other,141993,Italia ,42.6384261,12.674297,22151,S. Jean P. Port ,31058,Camino Portugués,43151,< 30 ,74714
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malasia ,4.5693754,102.2656823,90,Sahagún ,400,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Israel ,31.5313113,34.8667654,248,Salamanca ,559,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guinea Ecuatorial ,1.613172,10.5170357,1,Salas ,89,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Colombia ,4.099917,-72.9088133,823,Samos ,1508,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Juan de Ortega ,20,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovenia ,45.8133113,14.4808369,413,San Sebastián ,630,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nueva Zelanda ,-41.5000831,172.8344077,692,Santander ,1154,NULL,NULL,NULL,NULL
2015,No,262516,Male,138962,Foot,236773,Religious,99705,España ,39.3260685,-4.8379791,122420,Sarria ,67419,Camino Francés ,172243,30 - 60 ,144060
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suiza ,46.7985624,8.2319736,1446,Sevilla ,2290,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sobrado ,4,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sobrado dos Monxes ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Estonia ,58.7523778,25.3319078,230,Somport ,524,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Serbia ,44.1534121,20.55144,19,Sto. Domingo de la Calzada ,168,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Antigua y Barbuda ,17.2234721,-61.9554608,2,Sto. Domingo de la Calzada ,155,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Panamá ,8.559559,-81.1308434,36,Suiza ,270,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Haití ,19.1399952,-72.3570972,6,Tineo - C.P. ,131,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kirguistán ,41.5089324,74.724091,2,Tineo - C.P. ,146,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Japón ,36.5748441,139.2394179,1197,Triacastela ,2215,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,Horseback,326,Not religious,20818,Alemania ,51.0834196,10.4234469,18873,Tui ,13800,Camino del Norte ,15828,> 60 ,43742
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Valcarlos ,4,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Australia ,-24.7761086,134.755,3856,Valença do Minho ,5706,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Georgia ,41.6809707,44.0287382,6,Valencia O.C. ,134,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nueva Caledonia ,-21.2107283,165.8517014,1,Valencia O.C. ,99,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Valladolid ,41,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guinea ,10.7226226,-10.7083587,3,Vega de Valcarce ,168,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vegadeo ,5,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nicaragua ,12.6090157,-85.2936911,16,Verín ,163,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uzbekistán ,41.32373,63.9528098,1,Verín ,86,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irán ,32.6475314,54.5643516,15,Vezelay ,162,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irak ,33.0955793,44.1749775,3,Vezelay ,216,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turquía ,38.9597594,34.9249653,27,Viana do Castelo ,227,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,42.5407167,1.5732033,128,Vigo ,440,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vilabade ,56,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Argentina ,-34.9964963,-64.9672817,1530,Vilafranca ,2553,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovaquia ,48.7411522,19.4528646,646,Vilalba ,1061,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vincios ,2,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Viseu ,56,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Viveiro ,1,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kazajistán ,47.2286086,65.2093197,4,Xunqueira de Ambia ,110,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Senegal ,14.4750607,-14.4529612,3,Xunqueira de Ambia ,160,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Singapur ,1.357107,103.8194992,116,Zamora ,427,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Egipto ,26.2540493,29.2675469,5,Zaragoza ,123,NULL,NULL,NULL,NULL
2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guyana ,4.8417097,-58.6416891,1,Zaragoza ,123,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Japón ,36.5748441,139.2394179,1459,A Guarda ,352,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A Rúa ,3,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venezuela ,8.0018709,-66.1109318,714,Abadin ,269,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,Sail,15,NULL,NULL,Portugal ,40.0332629,-7.8896263,13245,Alemania ,592,Camino Inglés ,9703,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bosnia ,44.3053476,17.5961467,8,Allariz ,147,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,2,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Timor Oriental ,-8.5151979,125.8375756,1,Aragón ,31,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Palestina ,31.92157,35.20329,3,Arles ,107,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Artieda ,1,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Perú ,-6.8699697,-75.0458515,227,Astorga ,5430,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Australia ,1,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eritrea ,15.9500319,37.9999668,2,Austria ,85,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Omán ,21.0000287,57.0036901,1,Aveiro ,26,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,Wheelchair,125,NULL,NULL,Estados Unidos ,39.7837304,-100.445882,15236,Avilés ,662,Camino Primitivo ,12089,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polonia ,52.215933,19.134422,3919,Baamonde ,452,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Badajoz ,17,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda ,52.865196,-7.9794599,6537,Baiona ,545,Camino Portugués de la Costa ,2600,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Georgia ,41.6809707,44.0287382,2,Barcelona ,81,NULL,NULL,NULL,NULL
2016,NULL,NULL,Female,133820,Bike,23347,Religious and other,132660,Italia ,42.6384261,12.674297,23944,Barcelos ,738,Camino Portugués ,49538,< 30 ,75460
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uganda ,1.5333554,32.2166578,1,Bayonne ,27,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,47.1817585,19.5060937,1139,Bélgica ,304,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Etiopía ,10.2116702,38.6521203,1,Benavente ,22,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bielorrusia ,53.4250605,27.6971358,61,Bilbao ,1469,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Borres ,5,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Corea ,36.638392,127.6961188,4534,Braga ,506,Otros caminos ,436,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,42.5407167,1.5732033,137,Burgos ,3394,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Madagascar ,-18.9249604,46.4416422,2,Cáceres ,82,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Serbia ,44.1534121,20.55144,30,Cadavo ,224,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Senegal ,14.4750607,-14.4529612,1,Canfranc ,40,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,10,Carrión de los Condes ,168,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kirguistán ,41.5089324,74.724091,1,Cast. la Mancha - C.F. ,58,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Haití ,19.1399952,-72.3570972,4,Castilla la Mancha otros ,110,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sierra Leona ,8.6400349,-11.8400269,1,Castilla La Mancha VP ,45,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irak ,33.0955793,44.1749775,1,Castrojeriz ,55,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irán ,32.6475314,54.5643516,10,Cataluña - C.F. ,162,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costa de Marfil ,7.9897371,-5.5679458,1,Cataluña - O.C. ,36,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ecuador ,-1.3397668,-79.3666965,314,Cebreiro ,9856,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chantada ,6,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lituania ,55.3500003,23.7499997,657,Chaves-Portugal ,265,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovaquia ,48.7411522,19.4528646,729,Coimbra ,270,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arabia Saudí ,25.6242618,42.3528328,3,Com. Valenciana - C.F. ,106,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zimbabwe ,-18.4554963,29.7468414,5,Com. Valenciana - O.C. ,123,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Afganistán ,33.7680065,66.2385139,1,Córdoba ,27,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Covelo ,4,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nepal ,28.1083929,84.0917139,3,Cruz de Ferro ,105,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dinamarca ,9,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Egipto ,2,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovaquia ,2,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kazajistán ,47.2286086,65.2093197,7,Esposende ,137,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mozambique ,-19.302233,34.9144977,3,Estella ,97,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nueva Caledonia ,-21.2107283,165.8517014,1,Faro ,27,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sri Lanka ,7.5554942,80.7137847,8,Fatima ,156,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Israel ,31.5313113,34.8667654,302,Ferrol ,9478,NULL,NULL,NULL,NULL
2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Noruega ,60.5000209,9.0999715,787,Finisterra ,272,NULL,NULL,NULL,NULL
